dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,main,description,visibility,snow.1h,wind_gust,rain.1h
04-01-2025 06:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-2.37,-8.46,1011,96,-2.86,75,6.0,230,Snow,light shower snow,9000.0,0.12,,
04-01-2025 07:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-1.81,-8.24,1012,95,-2.42,75,7.0,240,Snow,light shower snow,10000.0,0.11,,
04-01-2025 08:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-1.34,-7.64,1012,95,-1.96,75,7.0,240,Snow,light shower snow,9000.0,,,
04-01-2025 09:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.9,-7.07,1012,95,-1.52,75,7.0,240,Snow,light shower snow,4700.0,,,
04-01-2025 10:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.28,-5.81,1013,96,-0.77,75,6.0,230,Snow,light shower snow,3900.0,,,
04-01-2025 11:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.15,-5.1,1013,96,-0.64,75,5.0,220,Snow,light shower snow,2300.0,,,
04-01-2025 12:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.15,-5.64,1014,97,-0.52,75,6.0,230,Snow,light shower snow,3500.0,,,
04-01-2025 13:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.03,-5.49,1014,96,-0.52,75,6.0,230,Snow,light shower snow,4900.0,,,
04-01-2025 14:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.03,-5.49,1014,96,-0.52,75,6.0,220,Snow,light shower snow,3800.0,0.13,,
04-01-2025 15:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,-0.01,-4.93,1014,97,-0.38,75,5.0,230,Snow,light shower snow,8000.0,0.21,,
04-01-2025 16:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.42,-4.92,1014,96,-0.12,75,6.0,230,Snow,light shower snow,9000.0,0.27,,
04-01-2025 17:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.42,-4.39,1015,96,-0.12,75,5.0,230,Snow,light shower snow,3900.0,0.27,,
04-01-2025 18:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.42,-4.92,1015,97,0.0,75,6.0,230,Snow,light shower snow,7000.0,0.26,,
04-01-2025 19:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.42,-4.92,1016,97,0.0,75,6.0,240,Snow,light shower snow,6000.0,0.17,,
04-01-2025 20:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.42,-4.92,1016,97,0.0,75,6.0,250,Snow,light shower snow,10000.0,1.02,,
04-01-2025 21:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.42,-4.39,1016,97,0.0,75,5.0,250,Snow,light shower snow,8000.0,0.1,,
04-01-2025 22:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.55,-4.23,1017,97,0.13,75,5.0,250,Snow,light shower snow,5000.0,,,
04-01-2025 23:00:00,04-01-2025 09:53:22,04-01-2025 16:56:11,0.97,-3.7,1018,97,0.55,100,5.0,250,Snow,light snow,5000.0,,,1.02
05-01-2025 00:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.97,-3.7,1018,97,0.55,100,5.0,260,Snow,light snow,10000.0,0.1,,
05-01-2025 01:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.97,-3.7,1019,97,0.55,100,5.0,240,Snow,light snow,10000.0,,,
05-01-2025 02:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.97,-3.7,1020,96,0.41,75,5.0,250,Snow,light shower snow,5000.0,,,
05-01-2025 03:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.87,-3.83,1021,97,0.45,75,5.0,240,Snow,light shower snow,9000.0,,,
05-01-2025 04:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.87,-3.83,1021,97,0.45,75,5.0,250,Snow,light shower snow,9000.0,,,
05-01-2025 05:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.54,-4.24,1022,97,0.12,75,5.0,250,Clouds,broken clouds,10000.0,,,
05-01-2025 06:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.42,-4.39,1022,96,-0.12,75,5.0,240,Clouds,broken clouds,10000.0,,,
05-01-2025 07:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.54,-3.62,1023,95,-0.15,75,4.0,250,Snow,light snow,10000.0,0.12,,
05-01-2025 08:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.42,-4.39,1023,93,-0.51,75,5.0,240,Snow,light snow,10000.0,0.12,,
05-01-2025 09:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,0.42,-3.77,1024,93,-0.51,75,4.0,230,Clouds,broken clouds,10000.0,,,
05-01-2025 10:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-0.16,-4.48,1025,93,-1.04,75,4.0,210,Clouds,broken clouds,10000.0,,,
05-01-2025 11:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-0.18,-5.14,1025,93,-1.06,75,5.0,220,Snow,light snow,10000.0,0.11,,
05-01-2025 12:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-0.02,-4.94,1025,91,-1.16,75,5.0,230,Clouds,broken clouds,10000.0,,,
05-01-2025 13:00:00,05-01-2025 09:52:51,05-01-2025 16:57:35,-0.59,-5.01,1025,90,-1.86,75,4.0,230,Clouds,broken clouds,9000.0,,,
